,best_match_score,__id_left,__id_right,ID,STCD,DTBEG,DTEND,YEAR,CNTYNAME,MNAME,MLOCADDR,MLOCCITY,GRACE,MLOCSTCD,MCNTYCD,FCOUNTY,FSTCD,FCNTYCD,MLOCZIP,STATE,fac_id,fac_name,fac_is_closed,review_count,fac_rating,fac_updated_time,phone,business_url,fac_url,address,city,state,country,postal_code,latitude,longitude
32339,0.7457690946525128,6210034,s5GerbakM8tEXjsKDni6yg,6210034,21,01/01/2018,12/31/2018,2018,"Bronx, NY",st. barnabas hospital,4422 third avenue,bronx,,21,5,36005,36,5,10457-2545,ny,s5GerbakM8tEXjsKDni6yg,st barnabas hospital,False,31,2.0,2020-06-29T18:27:11,17189609000.0,http://www.sbhny.org,https://www.yelp.com/biz/st-barnabas-hospital-bronx-6?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,4422 3rd ave,bronx,ny,US,10457.0,,
32344,-0.5869163333858316,6210035,HRVn89wJMDfvXzQtCZo80Q,6210035,21,,,2018,"Kings, NY",veterans affairs new york harbor healthcare system,800 poly place,brooklyn,,21,47,36047,36,47,11209-7104,ny,HRVn89wJMDfvXzQtCZo80Q,va ny harbor healthcare system,False,24,2.5,2019-12-02T14:59:26,12126867500.0,http://www.nyharbor.va.gov/,https://www.yelp.com/biz/va-ny-harbor-healthcare-system-new-york?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,423 e 23rd st,new york,ny,US,10010.0,,
32553,1.1605920603221411,6210036,o1Uz8Zq3pavQVO2xTxo7ag,6210036,21,07/01/2017,06/30/2018,2018,"New York, NY",nyc health + hospitals / henry j carter specialty hospital and medical center,1752 park avenue,new york,,21,61,36061,36,61,10035,ny,o1Uz8Zq3pavQVO2xTxo7ag,henry j carter specialty hospital & nursing facility,False,6,2.5,2019-10-10T13:08:11,12126860000.0,http://www.nychealthandhospitals.org/carter,https://www.yelp.com/biz/henry-j-carter-specialty-hospital-and-nursing-facility-new-york?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1752 park ave,new york,ny,US,10035.0,,
32759,1.3761727622087043,6210037,rMDgklquzU4Amj-fo1mytQ,6210037,21,01/01/2018,12/31/2018,2018,"Orange, NY",montefiore st. luke's cornwall,70 dubois street,newburgh,,21,71,36071,36,71,12550-4851,ny,rMDgklquzU4Amj-fo1mytQ,st luke's cornwall hospital,False,29,2.5,2019-10-02T04:33:00,18455614400.0,http://www.stlukescornwallhospital.org,https://www.yelp.com/biz/st-lukes-cornwall-hospital-newburgh?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,70 dubois st,newburgh,ny,US,12550.0,,
32809,1.9084176600846707,6210039,2_hXwYXKbh-rqeiKGEIcPg,6210039,21,01/01/2018,12/31/2018,2018,"Westchester, NY",st. john's riverside hospital,967 north broadway,yonkers,,21,119,36119,36,119,10701-1399,ny,2_hXwYXKbh-rqeiKGEIcPg,st. john's riverside hospital,False,16,2.5,2020-05-22T03:31:16,19149644444.0,http://www.riversidehealth.org,https://www.yelp.com/biz/st-johns-riverside-hospital-yonkers-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,967 north broadway,yonkers,ny,US,10701.0,40.968819599999996,-73.8864694
32810,0.04625422493673441,6210041,DyJhx4nnM1cBGvRGsNW4eg,6210041,21,01/01/2018,12/31/2018,2018,"Orange, NY",orange regional medical center,707 east main street,middletown,,21,71,36071,36,71,10940-2650,ny,DyJhx4nnM1cBGvRGsNW4eg,garnet health medical center,False,57,2.5,2020-06-23T12:34:51,18453331000.0,https://www.ormc.org,https://www.yelp.com/biz/garnet-health-medical-center-middletown?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,707 e main st,middletown,ny,US,10940.0,,
32817,1.2150532866141324,6210050,nL5OXlt079Za33uPGLHGKg,6210050,21,07/01/2017,06/30/2018,2018,"Albany, NY",albany memorial hospital,600 northern boulevard,albany,,21,1,36001,36,1,12204-1083,ny,nL5OXlt079Za33uPGLHGKg,albany memorial hospital,False,15,4.0,2020-03-03T07:21:41,15184713221.0,,https://www.yelp.com/biz/albany-memorial-hospital-albany-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,600 northern blvd,albany,ny,US,12204.0,,
32818,1.129798034002602,6210057,gai-LjSobDdrF5su8hSP3A,6210057,21,01/01/2018,12/31/2018,2018,"Saratoga, NY",four winds hospital,30 crescent avenue,saratoga springs,,21,91,36091,36,91,12866-5142,ny,gai-LjSobDdrF5su8hSP3A,four winds-saratoga,False,2,3.0,2019-02-27T20:29:44,15185843600.0,,https://www.yelp.com/biz/four-winds-saratoga-saratoga-springs?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,30 crescent ave,saratoga springs,ny,US,12866.0,,
32874,-1.1475873438243085,6210058,crYcWHRLBD11k8c5PbIgdw,6210058,21,01/01/2018,12/31/2018,2018,"Sullivan, NY",grover m. hermann hospital,8881 route 97,callicoon,,21,105,36105,36,105,12723,ny,crYcWHRLBD11k8c5PbIgdw,sherman hospital,False,2,1.5,2019-08-19T03:21:14,18155795800.0,,https://www.yelp.com/biz/sherman-hospital-crystal-lake?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,4900 s il route 31,crystal lake,il,US,60012.0,,
33085,1.0820775671927476,6210070,aF3dhLzNtYzFyFC0puWD1A,6210070,21,07/01/2017,06/30/2018,2018,"Albany, NY",st. peter's hospital,315 south manning boulevard,albany,,21,1,36001,36,1,12208-1789,ny,aF3dhLzNtYzFyFC0puWD1A,st. peter's hospital,False,51,2.5,2020-02-24T08:41:28,15185251550.0,http://www.sphcs.org/,https://www.yelp.com/biz/st-peters-hospital-albany-8?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,315 s manning blvd,albany,ny,US,12208.0,,
33112,0.23357363831619443,6210071,gP-cTXz56Rhp-UJVpoIJuw,6210071,21,,,2018,"Albany, NY",capital district psychiatric center,75 new scotland avenue,albany,,21,1,36001,36,1,12208-3474,ny,gP-cTXz56Rhp-UJVpoIJuw,cvs pharmacy,False,3,3.5,2020-06-18T16:47:50,15184340677.0,https://www.cvs.com,https://www.yelp.com/biz/cvs-pharmacy-albany-29?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,16 new scotland avenue,albany,ny,US,12208.0,42.6536,-73.7732
33253,0.04041866890445279,6210075,bDip9PpaK4ZVabx_wKSSMQ,6210075,21,10/01/2017,09/30/2018,2018,"Albany, NY",albany stratton veterans affairs medical center,113 holland avenue,albany,,21,1,36001,36,1,12208-3473,ny,bDip9PpaK4ZVabx_wKSSMQ,va medical center,False,7,4.0,2019-08-27T13:57:54,15186265000.0,,https://www.yelp.com/biz/va-medical-center-albany?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,113 holland ave,albany,ny,US,12208.0,,
33268,1.075182314322552,6210120,An3YrMbPf5IcJvOLc75gOQ,6210120,21,,,2018,"Jefferson, NY",river hospital,4 fuller street,alexandria bay,,21,45,36045,36,45,13607-1316,ny,An3YrMbPf5IcJvOLc75gOQ,river hospital,False,3,2.0,2018-07-11T20:26:27,13154825080.0,http://www.riverhospital.org,https://www.yelp.com/biz/river-hospital-alexandria-bay?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,4 fuller st,alexandria bay,ny,US,13607.0,,
33269,0.8346540539760973,6210145,opx-WA78sUxbORlOOyjuOQ,6210145,21,,,2018,"Suffolk, NY",brunswick psych center,81 louden avenue,amityville,,21,103,36103,36,103,11701-2736,ny,opx-WA78sUxbORlOOyjuOQ,brunswick hospital center,False,15,2.0,2020-04-23T15:44:52,16317897421.0,http://www.brunswickhospitalcenter.org,https://www.yelp.com/biz/brunswick-hospital-center-amityville?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,81 louden ave,amityville,ny,US,11701.0,,
33404,1.1854438319045562,6210150,OlImN68k7eIGB6bI25k_dQ,6210150,21,01/01/2018,12/31/2018,2018,"Suffolk, NY",south oaks hospital,400 sunrise highway,amityville,,21,103,36103,36,103,11701-2508,ny,OlImN68k7eIGB6bI25k_dQ,south oaks hospital,False,16,2.0,2020-06-01T18:18:40,16312644000.0,https://www.northwell.edu/find-care/locations/south-oaks-hospital,https://www.yelp.com/biz/south-oaks-hospital-amityville?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,400 sunrise hwy,amityville,ny,US,11701.0,,
33405,1.4039587312823878,6210170,icDHITXsZXfYzu09eyYuFQ,6210170,21,01/01/2018,12/31/2018,2018,"Montgomery, NY",st. mary's healthcare,427 guy park avenue,amsterdam,,21,57,36057,36,57,12010-1054,ny,icDHITXsZXfYzu09eyYuFQ,"st. mary's healthcare, amsterdam",False,3,1.5,2020-06-02T01:27:43,15188421900.0,https://www.smha.org,https://www.yelp.com/biz/st-marys-healthcare-amsterdam-amsterdam?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,427 guy park ave,amsterdam,ny,US,12010.0,,
33406,0.6691273999512533,6210180,8Zt6bS7Gzbs1y4mS6HAzMg,6210180,21,01/01/2018,12/31/2018,2018,"Cayuga, NY",auburn community hospital,17 lansing street,auburn,,21,11,36011,36,11,13021-1943,ny,8Zt6bS7Gzbs1y4mS6HAzMg,auburn memorial hospital,False,1,1.0,2020-02-24T17:53:48,13152557002.0,http://www.auburnhospital.org,https://www.yelp.com/biz/auburn-memorial-hospital-auburn?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,17 lansing st ste 1,auburn,ny,US,13021.0,,
33517,0.20002060315587133,6210240,h8HSultLMKX0Pkz7dvFSUA,6210240,21,,,2018,"Genesee, NY",veterans affairs western new york healthcare system-batavia division,222 richmond avenue,batavia,,21,37,36037,36,37,14020-1288,ny,h8HSultLMKX0Pkz7dvFSUA,western n y s veterans home,False,1,5.0,2018-03-04T16:36:47,15853452076.0,,https://www.yelp.com/biz/western-n-y-s-veterans-home-batavia?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,220 richmond ave,batavia,ny,US,14020.0,,
33631,2.05724378012949,6210250,pdH2TPEW4whnQuxjKHGQ0Q,6210250,21,01/01/2018,12/31/2018,2018,"Steuben, NY",ira davenport memorial hospital,7571 state route 54,bath,,21,101,36101,36,101,14810-9590,ny,pdH2TPEW4whnQuxjKHGQ0Q,ira davenport memorial hospital,False,1,5.0,2018-12-07T11:18:11,16077769434.0,,https://www.yelp.com/biz/ira-davenport-memorial-hospital-bath-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,7571 state route 54,bath,ny,US,14810.0,,
33632,-0.2520786498800537,6210260,307qPfxesXTZbQz-qYEHkg,6210260,21,10/01/2017,09/30/2018,2018,"Steuben, NY",bath veterans affairs medical center,76 veterans avenue,bath,,21,101,36101,36,101,14810-0842,ny,307qPfxesXTZbQz-qYEHkg,veterans affairs medical center,False,1,1.0,2020-04-16T15:59:48,17187414000.0,,https://www.yelp.com/biz/veterans-affairs-medical-center-bronx?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,130 w kingsbridge rd,bronx,ny,US,10468.0,,
33894,1.2191304060620316,6210263,Z-eIFQAh9qbayU9Kb36nQQ,6210263,21,01/01/2018,12/31/2018,2018,"Niagara, NY",eastern niagara hospital,521 east avenue,lockport,,21,63,36063,36,63,14094-3299,ny,Z-eIFQAh9qbayU9Kb36nQQ,eastern niagara hospital,False,2,4.0,2019-12-10T12:54:09,17165145700.0,http://www.enhs.org,https://www.yelp.com/biz/eastern-niagara-hospital-lockport-3?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,521 east ave,lockport,ny,US,14094.0,,
33900,1.1613954255579997,6210266,pVrxechR6gvffvmiStFFHQ,6210266,21,,,2018,"New York, NY",terence cardinal cooke health care center,1249 fifth avenue,new york,,21,61,36061,36,61,10029-4413,ny,pVrxechR6gvffvmiStFFHQ,archcare at terence cardinal cooke health care center,False,19,2.0,2020-03-06T11:17:53,12123601000.0,https://www.archcare.org/,https://www.yelp.com/biz/archcare-at-terence-cardinal-cooke-health-care-center-new-york?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1249 5th ave,new york,ny,US,10029.0,,
33902,1.3312755153060547,6210280,bmABkOV42tFwazkH4OW6BQ,6210280,21,01/01/2018,12/31/2018,2018,"Suffolk, NY",southside hospital,301 east main street,bay shore,,21,103,36103,36,103,11706-8458,ny,bmABkOV42tFwazkH4OW6BQ,southside hospital,False,70,2.0,2020-06-24T20:26:33,16319683000.0,https://www.northwell.edu/find-care/locations/southside-hospital,https://www.yelp.com/biz/southside-hospital-bay-shore?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,301 east main st,bay shore,ny,US,11706.0,,
33903,-0.46649136621054943,6210325,LozcFgOqcwzw3-ZayStpTQ,6210325,21,01/01/2018,12/31/2018,2018,"Queens, NY",new york city children's center,74-03 commonwealth boulevard,jamaica,,21,81,36081,36,81,11426-1890,ny,LozcFgOqcwzw3-ZayStpTQ,pain clinic new york city,False,4,5.0,2019-05-01T07:04:03,17182857223.0,https://www.painclinicnyc.com,https://www.yelp.com/biz/pain-clinic-new-york-city-jamaica?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,161-10 jamaica ave ste 301a,jamaica,ny,US,11432.0,,
34148,1.2772066965802125,6210335,pR0ZWKOhDMGyu1mNPSlY_A,6210335,21,01/01/2018,12/31/2018,2018,"Nassau, NY",st. joseph hospital,4295 hempstead turnpike,bethpage,,21,59,36059,36,59,11714-5769,ny,pR0ZWKOhDMGyu1mNPSlY_A,st. joseph's hospital,False,64,2.0,2020-06-08T09:19:24,15165796000.0,https://stjosephhospital.chsli.org,https://www.yelp.com/biz/st-josephs-hospital-bethpage-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,4295 hempstead tpke,bethpage,ny,US,11714.0,,
34156,0.10848483783919129,6210350,JKoLSSe7Oyd41SrrLHDl0A,6210350,21,04/01/2017,03/31/2018,2018,"Broome, NY",greater binghamton health center,425 robinson street,binghamton,,21,7,36007,36,7,13904-1735,ny,JKoLSSe7Oyd41SrrLHDl0A,binghamton dental & denture clinic,False,2,2.5,2019-09-24T13:57:41,16077225555.0,http://binghamtondentalanddenture.com,https://www.yelp.com/biz/binghamton-dental-and-denture-clinic-binghamton?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,186 robinson st,binghamton,ny,US,13904.0,,
34310,1.738952733970593,6210370,vi0LpgtNGiPL6X--OqnOPQ,6210370,21,07/01/2017,06/30/2018,2018,"Broome, NY","our lady of lourdes memorial hospital, inc.",169 riverside drive,binghamton,,21,7,36007,36,7,13905-4246,ny,vi0LpgtNGiPL6X--OqnOPQ,our lady of lourdes memorial hospital,False,9,2.5,2020-01-29T20:19:42,16077985111.0,https://www.lourdes.com,https://www.yelp.com/biz/our-lady-of-lourdes-memorial-hospital-binghamton?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,169 riverside dr,binghamton,ny,US,13905.0,,
34340,2.260958826754473,6210395,QMQfYG2k6nWzQV20HCsc9A,6210395,21,07/01/2017,06/30/2018,2018,"Bronx, NY",nyc health + hospitals / north central bronx,3424 kossuth avenue,bronx,,21,5,36005,36,5,10467-2489,ny,QMQfYG2k6nWzQV20HCsc9A,nyc health + hospitals/north central bronx,False,11,1.5,2019-12-06T11:15:19,17185195000.0,http://www.nychealthandhospitals.org/northcentralbronx,https://www.yelp.com/biz/nyc-health-hospitals-north-central-bronx-bronx?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,3424 kossuth ave,bronx,ny,US,10467.0,,
34341,-0.4695968999483876,6210440,tAY7RWykoxs50ZdGwt9HbA,6210440,21,01/01/2018,12/31/2018,2018,"New York, NY",brookdale hospital medical center,"125 worth street, 4th fl ste 418",new york,,21,61,36061,36,61,10013,ny,tAY7RWykoxs50ZdGwt9HbA,midtown medical care center,False,19,1.5,2020-05-20T07:48:04,12126640030.0,,https://www.yelp.com/biz/midtown-medical-care-center-new-york?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,205 w 54th st ste 1b,new york,ny,US,10019.0,,
34566,0.9720499511107097,6210469,egItVFf38NPA8IyK-2XILQ,6210469,21,01/01/2018,12/31/2018,2018,"Kings, NY",suny downstate medical center university hospital,450 clarkson avenue,brooklyn,,21,47,36047,36,47,11203-2012,ny,egItVFf38NPA8IyK-2XILQ,suny downstate health sciences university,False,31,2.0,2019-12-11T16:29:17,17182701000.0,http://www.downstate.edu,https://www.yelp.com/biz/suny-downstate-health-sciences-university-brooklyn?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,450 clarkson ave,brooklyn,ny,US,11203.0,,
34750,-0.4796297270983318,6210510,x3LhjEZhMFbfZkUAsVlVzA,6210510,21,,,2018,"Kings, NY",kingsboro psychiatric center,681 clarkson avenue,brooklyn,,21,47,36047,36,47,11203-2125,ny,x3LhjEZhMFbfZkUAsVlVzA,century medical & dental center,False,31,2.0,2020-04-28T17:33:19,17183368855.0,http://www.centurymedicaldental.com/,https://www.yelp.com/biz/century-medical-and-dental-center-brooklyn-3?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,260 avenue x,brooklyn,ny,US,11223.0,,
34955,0.006284932995896914,6210511,Y1B8JDHickZmVn7_xTSM3Q,6210511,21,,,2018,"New York, NY",kirby forensic psychiatric center,600 east 125th street,new york,,21,61,36061,36,61,10035-6000,ny,Y1B8JDHickZmVn7_xTSM3Q,cvs pharmacy,False,44,2.5,2020-06-18T16:30:36,12125322354.0,https://www.cvs.com,https://www.yelp.com/biz/cvs-pharmacy-new-york-53?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,222 east 34th street,new york,ny,US,10016.0,,
35149,0.9468571207849167,6210545,CRldkXHMV-tlRjyEuu4sQQ,6210545,21,01/01/2018,12/31/2018,2018,"Kings, NY",brooklyn hospital center,121 dekalb avenue,brooklyn,,21,47,36047,36,47,11201-5425,ny,CRldkXHMV-tlRjyEuu4sQQ,the brooklyn hospital center,False,161,2.0,2020-03-26T00:25:46,17182508000.0,http://www.tbh.org,https://www.yelp.com/biz/the-brooklyn-hospital-center-brooklyn-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,121 dekalb ave,brooklyn,ny,US,11201.0,,
35161,1.3589113578631757,6210555,Z5hiXeV51Q7QJ7Mp7YKBgw,6210555,21,01/01/2018,12/31/2018,2018,"Kings, NY",newyork-presbyterian brooklyn methodist hospital,506 sixth street,brooklyn,,21,47,36047,36,47,11215-3609,ny,Z5hiXeV51Q7QJ7Mp7YKBgw,newyork - presbyterian brooklyn methodist hospital,False,315,2.5,2020-03-25T12:32:39,17187803000.0,http://www.nyp.org,https://www.yelp.com/biz/newyork-presbyterian-brooklyn-methodist-hospital-brooklyn?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,506 6th st,brooklyn,ny,US,11215.0,,
35183,1.5990972276765016,6210570,QSeMDB0FB2dzg-yUekjKLg,6210570,21,07/01/2017,06/30/2018,2018,"Kings, NY",nyc health + hospitals / coney island,2601 ocean parkway,brooklyn,,21,47,36047,36,47,11235-7795,ny,QSeMDB0FB2dzg-yUekjKLg,nyc health + hospitals/coney island,False,89,2.0,2020-06-18T20:59:33,18448726639.0,http://www.nychealthandhospitals.org/coneyisland,https://www.yelp.com/biz/nyc-health-hospitals-coney-island-brooklyn?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2601 ocean pkwy,brooklyn,ny,US,11235.0,,
35184,1.2119729939575548,6210665,HnILdZegICNV-Na5k9lrjA,6210665,21,01/01/2018,12/31/2018,2018,"Kings, NY",interfaith medical center,1545 atlantic avenue,brooklyn,,21,47,36047,36,47,11213-1122,ny,HnILdZegICNV-Na5k9lrjA,interfaith medical center,False,36,2.0,2019-08-03T19:11:40,17186134000.0,http://www.interfaithmedical.com,https://www.yelp.com/biz/interfaith-medical-center-brooklyn-7?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1545 atlantic ave,brooklyn,ny,US,11213.0,,
35236,1.6899697809753236,6210680,48XGinKsgLCt_CJVV3axcw,6210680,21,01/01/2018,12/31/2018,2018,"Kings, NY",kingsbrook jewish medical center,585 schenectady avenue,brooklyn,,21,47,36047,36,47,11203-1891,ny,48XGinKsgLCt_CJVV3axcw,kingsbrook jewish medical center,False,36,2.0,2020-06-13T10:27:05,17186045000.0,http://www.kingsbrook.org,https://www.yelp.com/biz/kingsbrook-jewish-medical-center-brooklyn?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,585 schenectady ave,brooklyn,ny,US,11203.0,,
35288,1.7179794771000052,6210690,Va3x9btwDc2TExbK1CMEVA,6210690,21,07/01/2017,06/30/2018,2018,"Kings, NY",nyc health + hospitals / kings county,451 clarkson avenue,brooklyn,,21,47,36047,36,47,11203-2054,ny,Va3x9btwDc2TExbK1CMEVA,nyc health + hospitals/kings county,False,92,1.5,2020-03-21T22:44:47,17182453131.0,http://www.nychealthandhospitals.org/kingscounty/html/home/home.shtml,https://www.yelp.com/biz/nyc-health-hospitals-kings-county-brooklyn?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,451 clarkson ave,brooklyn,ny,US,11203.0,,
35289,1.2739495636042526,6210740,R8Fhv0EBoMs_qVfwaf1TfQ,6210740,21,,,2018,"Kings, NY",new york community hospital,2525 kings highway,brooklyn,,21,47,36047,36,47,11229-1705,ny,R8Fhv0EBoMs_qVfwaf1TfQ,new york community hospital,False,35,3.0,2020-06-08T21:54:09,17186925300.0,http://www.nych.com,https://www.yelp.com/biz/new-york-community-hospital-brooklyn-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2525 kings hwy,brooklyn,ny,US,11229.0,,
35290,0.17121136552509653,6210747,_f-f-K8JAlZvNIe-Vl4gSQ,6210747,21,01/01/2018,12/31/2018,2018,"Kings, NY",maimonides medical center,4802 tenth avenue,brooklyn,,21,47,36047,36,47,11219-2916,ny,_f-f-K8JAlZvNIe-Vl4gSQ,maimonides medical center,False,184,2.0,2020-06-19T01:06:42,17182836000.0,https://www.maimonidesmed.org,https://www.yelp.com/biz/maimonides-medical-center-brooklyn-21?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,4802 10th ave maimonides medical center,brooklyn,ny,US,11219.0,,
35342,1.6959049748506474,6210965,Yonn0EmLdDjMpKCoBn-cXw,6210965,21,07/01/2017,06/30/2018,2018,"Kings, NY",nyc health + hospitals / woodhull,760 broadway,brooklyn,,21,47,36047,36,47,11206-5383,ny,Yonn0EmLdDjMpKCoBn-cXw,nyc health + hospitals/woodhull,False,57,2.0,2020-05-29T19:54:33,17189638000.0,http://www.nychealthandhospitals.org,https://www.yelp.com/biz/nyc-health-hospitals-woodhull-brooklyn?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,760 broadway,brooklyn,ny,US,11206.0,,
35343,1.54129308262826,6210970,XvAlj_j6uk_FqpwVbg3zNg,6210970,21,,,2018,"Kings, NY",wyckoff heights medical center,374 stockholm street,brooklyn,,21,47,36047,36,47,11237-4006,ny,XvAlj_j6uk_FqpwVbg3zNg,wyckoff heights medical center,False,141,2.0,2020-06-23T04:41:34,17189637272.0,http://www.wyckoffhospital.org,https://www.yelp.com/biz/wyckoff-heights-medical-center-brooklyn?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,374 stockholm st,brooklyn,ny,US,11237.0,,
35393,1.2429979746154503,6211000,8KyK5CZdZ4uXQH8XRE3aBQ,6211000,21,01/01/2018,12/31/2018,2018,"Erie, NY",sisters of charity hospital of buffalo,2157 main street,buffalo,,21,29,36029,36,29,14214-2692,ny,8KyK5CZdZ4uXQH8XRE3aBQ,sisters of charity hospital,False,25,3.5,2020-03-22T02:53:19,17168621000.0,http://www.chsbuffalo.org/Facilities/Hospitals/SOCH,https://www.yelp.com/biz/sisters-of-charity-hospital-buffalo-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,2157 main st,buffalo,ny,US,14214.0,,
35394,0.5370598006285374,6211025,ym5Znxe81iVwPEenu2bWAw,6211025,21,01/01/2018,12/31/2018,2018,"Erie, NY",kaleida health,100 high street,buffalo,,21,29,36029,36,29,14203-1154,ny,ym5Znxe81iVwPEenu2bWAw,buffalo general medical center - kaleida health,False,5,4.0,2019-02-09T23:44:43,17168591213.0,http://www.kaleidahealth.org,https://www.yelp.com/biz/buffalo-general-medical-center-kaleida-health-buffalo-2?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,100 high st,buffalo,ny,US,14203.0,,
35397,1.0562817065423284,6211040,f3T27d4O6dRSI695BWvAlQ,6211040,21,,,2018,"Erie, NY",buffalo psychiatric center,400 forest avenue,buffalo,,21,29,36029,36,29,14213-1298,ny,f3T27d4O6dRSI695BWvAlQ,buffalo psychiatric center,False,6,4.0,2019-12-25T15:58:11,17168162951.0,,https://www.yelp.com/biz/buffalo-psychiatric-center-buffalo-5?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,400 forest ave,buffalo,ny,US,14213.0,,
35398,1.2850281039932951,6211070,5Ro7vcbdgPoJWlCSK975jQ,6211070,21,01/01/2018,12/31/2018,2018,"Erie, NY",erie county medical center,462 grider street,buffalo,,21,29,36029,36,29,14215-3098,ny,5Ro7vcbdgPoJWlCSK975jQ,erie county medical center,False,12,2.0,2020-03-21T21:21:16,17168983000.0,http://www.ecmc.edu/,https://www.yelp.com/biz/erie-county-medical-center-buffalo?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,462 grider st,buffalo,ny,US,14215.0,,
35405,0.904148108993318,6211095,I6twxmi7-8WLK_cCn6BjBg,6211095,21,,,2018,"Erie, NY",brylin hospitals,1263 delaware avenue,buffalo,,21,29,36029,36,29,14209-2402,ny,I6twxmi7-8WLK_cCn6BjBg,brylin hospital,False,4,1.0,2019-08-27T00:36:55,17168868200.0,http://www.brylin.com,https://www.yelp.com/biz/brylin-hospital-buffalo-3?adjust_creative=upenn&utm_campaign=yelp_feed&utm_medium=feed_v2&utm_source=upenn,1263 delaware ave,buffalo,ny,US,14209.0,,
